month,product,region,gross_sales,discounts,net_sales,cogs,marketing_expense,admin_expense,depreciation,ebitda,operating_cash_flow,capex,financing_cash_flow,cash,accounts_receivable,inventory,accounts_payable,debt,gross_profit,gross_margin_%,operating_expenses,ebit,ebitda_margin_%,net_sales_mom_growth_%,ebitda_mom_growth_%,free_cash_flow,capex_to_sales_%,working_capital,net_debt,budget_net_sales,net_sales_variance,net_sales_variance_pct
2022-12-01,Beverages,East,1418830.0,156259.590837211,1262570.0,750146.0,117433.88198420256,46053.3,23302.3,348939.0,111144.946300591,-550977.0,310976.0,6806990.0,2546460.0,3863060.0,2801480.0,4538240.0,512424.0,40.58578930277133,163487.18198420256,325636.7,27.637200313645977,-28.62400361806773,-24.597259528013016,662121.946300591,-43.63932296823146,3608040.0,-2268750.0,0.0,1262570.0,0.0
2022-12-01,Beverages,West,1397560.0,74219.32697869271,1323340.0,731995.0,118112.9394968928,47552.2,23223.0,425680.0,211530.2132973902,-766145.0,-291199.0,7468520.0,3047570.0,4710660.0,1937810.0,4199100.0,591345.0,44.68579503377817,165665.1394968928,402457.0,32.16709235721734,-1.5240136327781983,6.710786894286924,977675.2132973901,-57.89479649976575,5820420.0,-3269420.0,0.0,1323340.0,0.0
2022-12-01,Dairy,North,2416850.0,288145.1789838103,2128700.0,1362320.0,166605.62907788862,109052.0,29022.5,490722.0,399149.16048216575,-442003.0,9679.0,8303570.0,3988530.0,4708640.0,2082070.0,4320610.0,766380.0,36.00225489735519,275657.6290778886,461699.5,23.05266124864941,-14.458852887872665,-38.83590260051053,841152.1604821658,-20.763987410156435,6615100.0,-3982960.0,0.0,2128700.0,0.0
2022-12-01,Dairy,East,2771360.0,282849.25263943983,2488510.0,1419350.0,155605.2612386098,111255.0,28486.7,802304.0,605333.8401782762,-578013.0,142849.0,6453270.0,2233320.0,3609420.0,2866000.0,4811690.0,1069160.0,42.96386190933531,266860.2612386098,773817.3,32.24033658695364,115.65145803544348,202.77907766623895,1183346.8401782762,-23.22727254461505,2976740.0,-1641580.0,0.0,2488510.0,0.0
2022-12-01,Home Care,North,1269030.0,115074.190893617,1153950.0,745103.0,90788.67889819936,53082.7,13750.7,264980.0,47285.95008897578,-521215.0,130859.0,7805540.0,2714570.0,3682310.0,2138410.0,5574990.0,408847.0,35.43021794705143,143871.37889819936,251229.3,22.962866675332553,-51.741399643690556,-65.26774689942091,568500.9500889757,-45.16790155552667,4258470.0,-2230550.0,0.0,1153950.0,0.0
2022-12-01,Dairy,West,1983970.0,215067.69034728967,1768900.0,1096250.0,153342.8886367999,56543.2,23210.1,462767.0,218497.18507986213,-634396.0,52562.0,8806960.0,3578010.0,3202840.0,2335570.0,4027770.0,672650.0,38.02645712024422,209886.0886367999,439556.9,26.161286675334956,-16.902334758303194,-5.6967081157967225,852893.1850798621,-35.86387020182034,4445280.0,-4779190.0,0.0,1768900.0,0.0
2022-12-01,Home Care,South,2702180.0,311001.8956256384,2391180.0,1404790.0,147787.80489110266,75677.1,39498.0,762922.0,695237.6717253887,-750067.0,1791.0,6579300.0,2612930.0,4440180.0,1692880.0,4926640.0,986390.0,41.25118142507046,223464.90489110266,723424.0,31.905670003931114,28.179727578277024,18.59229149017201,1445304.6717253886,-31.368069321422897,5360230.0,-1652660.0,0.0,2391180.0,0.0
2022-12-01,Home Care,East,1978300.0,112817.85746632583,1865490.0,1053730.0,101258.05932598317,67184.8,30761.0,643315.0,377363.1728280386,-503330.0,47436.0,6326390.0,3541440.0,4021700.0,2202670.0,5966290.0,811760.0,43.51457257878627,168442.85932598315,612554.0,34.485041463636904,0.18958516831726335,8.273570790212004,880693.1728280386,-26.981114881344848,5360470.0,-360100.0,0.0,1865490.0,0.0
2022-12-01,Home Care,West,2105900.0,243938.6752581364,1861960.0,1054760.0,104209.48278991404,108833.0,20711.3,594157.0,373456.641527538,-821340.0,-102162.0,6839740.0,2960500.0,3688280.0,1888420.0,4704180.0,807200.0,43.35216653418978,213042.48278991404,573445.7,31.910298824894195,-17.07927516288349,-1.6061776317532694,1194796.641527538,-44.11158134438978,4760360.0,-2135560.0,0.0,1861960.0,0.0
2022-12-01,Dairy,South,2380780.0,135300.25739026358,2245470.0,1330520.0,192504.7677736017,118592.0,34756.8,603856.0,396137.86303036194,-805244.0,398416.0,9614430.0,2313810.0,3368060.0,2887700.0,5085970.0,914950.0,40.74648069223815,311096.7677736017,569099.2,26.89218738170628,16.198090506869512,26.11678609544137,1201381.863030362,-35.86082201053677,2794170.0,-4528460.0,0.0,2245470.0,0.0
2023-01-01,Snacks,North,2228270.0,179577.0760584892,2048690.0,1294640.0,103398.02783884312,94200.9,33595.4,556450.0,370798.4189468499,-555435.0,353273.0,5579080.0,3596870.0,4823980.0,1937430.0,5866380.0,754050.0,36.80644704664932,197598.9278388431,522854.6,27.161259146088472,79.89111823330552,57.59527369947435,926233.4189468499,-27.11171529123489,6483420.0,287300.0,0.0,2048690.0,0.0
2023-01-01,Snacks,South,1249690.0,110839.54914168191,1138850.0,631286.0,103198.52405754598,51274.2,13138.0,353088.0,78917.04967473878,-829636.0,-63276.0,9896820.0,3672390.0,4716790.0,2539910.0,5863360.0,507564.0,44.56811696009132,154472.72405754597,339950.0,31.003907450498307,-22.043562784075355,2.186477123747954,908553.0496747388,-72.84857531720596,5849270.0,-4033460.0,0.0,1138850.0,0.0
2023-01-01,Snacks,East,1577960.0,117087.61226121878,1460880.0,906373.0,130062.92959934642,78908.2,28756.7,345533.0,190824.9617224055,-415696.0,220975.0,9839720.0,2706160.0,4242860.0,2613640.0,4020900.0,554507.0,37.95705328295274,208971.12959934643,316776.3,23.65238760199332,47.91669408902259,43.93490015079438,606520.9617224055,-28.455177701111662,4335380.0,-5818820.0,0.0,1460880.0,0.0
2023-01-01,Snacks,West,1064220.0,0.0,987637.0,631085.0,60112.727388420295,56377.4,12214.1,240062.0,-17499.168343465746,-800705.0,169483.0,9679230.0,3664600.0,4633780.0,2940820.0,5365710.0,356552.0,36.1015231304619,116490.1273884203,227847.9,24.30670377881752,-64.88014678951279,-75.03974414027368,783205.8316565342,-81.07280306428373,5357560.0,-4313520.0,0.0,987637.0,0.0
2023-01-01,Beverages,North,2960790.0,148596.35339487207,2812190.0,1565610.0,176721.8024182883,108077.0,29448.1,961777.0,694057.7103126512,-469820.0,308120.0,5342410.0,3965090.0,3564930.0,1802250.0,5898430.0,1246580.0,44.327730345389185,284798.8024182883,932328.9,34.2002851869895,5.26041959088952,12.083725678485191,1163877.7103126512,-16.706552544458233,5727770.0,556020.0,0.0,2812190.0,0.0
2023-01-01,Beverages,South,2901690.0,0.0,2671650.0,1538450.0,158085.66695939517,117031.0,39596.3,858088.0,606061.3571358074,-691347.0,66203.0,6360130.0,2593600.0,4960600.0,1502720.0,5077360.0,1133200.0,42.41573559410851,275116.66695939517,818491.7,32.11827896618195,49.06515201392647,119.67783887847787,1297408.3571358074,-25.877154567402165,6051480.0,-1282770.0,0.0,2671650.0,0.0
2023-01-01,Beverages,East,1932140.0,139865.41213601615,1792270.0,1124720.0,172224.67477528928,104712.0,22043.0,390612.0,136280.41822108766,-861067.0,375874.0,6807180.0,2484970.0,4638080.0,2175740.0,4785890.0,667550.0,37.24606225624487,276936.67477528926,368569.0,21.794260909349596,26.15223267075848,-0.7071790622124374,997347.4182210877,-48.043375161108536,4947310.0,-2021290.0,0.0,1792270.0,0.0
2023-01-01,Beverages,West,1506080.0,85357.23999632105,1420720.0,902988.0,76887.95730013051,47454.6,17324.1,393394.0,268367.94664264645,-802155.0,193768.0,9632100.0,3290110.0,4214800.0,2282400.0,4239640.0,517732.0,36.441522608254964,124342.55730013052,376069.9,27.689762937102312,31.1099011637028,15.937356328614039,1070522.9466426466,-56.4611605383186,5222510.0,-5392460.0,0.0,1420720.0,0.0
2023-01-01,Dairy,North,1161040.0,77421.40818250686,1083610.0,602465.0,98727.2816866272,43106.3,16122.6,339316.0,85649.68775570276,-817236.0,-222733.0,9188180.0,2656930.0,4996490.0,2443750.0,5973040.0,481145.0,44.40204501619586,141833.5816866272,323193.4,31.313479942045568,-11.957457872243616,-7.01403903965625,902885.6877557028,-75.41790865717371,5209670.0,-3215140.0,0.0,1083610.0,0.0
2023-01-01,Dairy,South,1331100.0,100321.47970108346,1230780.0,731112.0,88860.15138295827,45894.6,23780.1,364911.0,94802.3087070302,-720995.0,-281247.0,6174350.0,2032700.0,3753630.0,2917490.0,5376560.0,499668.0,40.59766977038951,134754.75138295826,341130.9,29.64875932335592,-53.790703175157404,-43.59509018485228,815797.3087070303,-58.58033117210224,2868840.0,-797790.0,0.0,1230780.0,0.0
2023-01-01,Dairy,East,2971620.0,308139.6050566814,2663490.0,1672830.0,229435.13247838116,114269.0,30964.0,646949.0,385645.24478623713,-708423.0,-231819.0,8265820.0,2679910.0,3377250.0,1877450.0,5173200.0,990660.0,37.19405742090265,343704.13247838116,615985.0,24.28952239355132,9.651058434126792,-12.387632004463567,1094068.2447862371,-26.597546827658448,4179710.0,-3092620.0,0.0,2663490.0,0.0
2023-01-01,Dairy,West,2744950.0,315886.9977853802,2429060.0,1440540.0,125664.62814286296,124434.0,30473.7,738422.0,0.0,-644976.0,-157662.0,6475280.0,3888440.0,3224390.0,2057720.0,4851230.0,988520.0,40.695577713189465,250098.62814286296,707948.3,30.39949610137255,-3.914145909232958,21.61620886269833,644976.0,-26.552493557178497,5055110.0,-1624050.0,0.0,2429060.0,0.0
2023-01-01,Home Care,North,2816130.0,0.0,2528010.0,1525470.0,248286.17814204356,147079.0,26349.8,607174.0,405311.40646162734,-495357.0,249927.0,7720320.0,2655160.0,4925110.0,2477930.0,4780140.0,1002540.0,39.657279836709506,395365.1781420435,580824.2,24.017863853386658,19.305407420691466,4.805698967605854,900668.4064616273,-19.594740527133993,5102340.0,-2940180.0,0.0,2528010.0,0.0
2023-01-01,Home Care,South,2262860.0,143927.42246199033,2118940.0,1316090.0,126757.71391057273,96756.8,27006.3,579333.0,307313.3848097186,-503849.0,-241748.0,7279160.0,3862930.0,3361280.0,1528050.0,5913680.0,802850.0,37.88922763268427,223514.51391057274,552326.7,27.340698651212396,-7.9322181186182945,8.805759070855878,811162.3848097186,-23.778351439870878,5696160.0,-1365480.0,0.0,2118940.0,0.0
2023-01-01,Home Care,East,2438620.0,137116.10285419467,2301500.0,1474420.0,191634.14560399632,103000.0,31516.8,532447.0,346278.9457877859,-585680.0,174162.0,6430030.0,2538300.0,3711120.0,1715270.0,4145560.0,827080.0,35.93656311101456,294634.14560399635,500930.2,23.13478166413209,69.59956374998157,49.41812334606437,931958.9457877859,-25.44775146643493,4534150.0,-2284470.0,0.0,2301500.0,0.0
2023-01-01,Home Care,West,1539800.0,182786.2270347791,1357020.0,865021.0,82830.8290835865,52819.3,25802.2,356347.0,230067.0540971996,-845265.0,-217534.0,9871740.0,2653010.0,3360650.0,1814200.0,5915640.0,491999.0,36.255840002358106,135650.1290835865,330544.8,26.259524546432623,-45.435025613394565,-55.04364468095038,1075332.0540971996,-62.28832294291904,4199460.0,-3956100.0,0.0,1357020.0,0.0
2023-02-01,Snacks,North,2960260.0,288870.95976120647,2671390.0,1486350.0,164863.49451507497,144439.0,41301.4,875739.0,802618.1982223769,-433982.0,184946.0,6006910.0,3656570.0,4618150.0,1807280.0,5530800.0,1185040.0,44.36042659439468,309302.494515075,834437.6,32.78214712191031,78.06773718346098,89.9889790906448,1236600.1982223769,-16.245550069439503,6467440.0,-476110.0,0.0,2671390.0,0.0
2023-02-01,Snacks,South,1618230.0,118017.7193430978,1500210.0,897698.0,96223.77669014526,45347.9,16505.7,460942.0,292200.30773420207,-464845.0,-248981.0,8756540.0,2827200.0,4513500.0,2043560.0,5275520.0,602512.0,40.161844008505476,141571.67669014525,444436.3,30.72516514354657,43.448203323707716,77.61739251061599,757045.3077342021,-30.98532872064578,5297140.0,-3481020.0,0.0,1500210.0,0.0
2023-02-01,Snacks,East,1122890.0,77068.51889575733,1045820.0,665301.0,64862.4509025514,56145.1,20037.6,259514.0,69376.68036060681,-585142.0,-163233.0,5577020.0,3367740.0,4080910.0,2135490.0,5623840.0,380519.0,36.384750721921556,121007.55090255139,239476.4,24.814404008337952,-54.19900148900763,-54.29441964089152,654518.6803606069,-55.95054598305636,5313160.0,46820.0,0.0,1045820.0,0.0
2023-02-01,Snacks,West,2521920.0,238517.5557918005,2283400.0,1479480.0,155216.54708050666,80912.5,29176.1,567795.0,461711.93277669314,-755741.0,310556.0,7818990.0,3344220.0,4212040.0,2203750.0,5770480.0,803920.0,35.207147236577036,236129.04708050666,538618.9,24.866208285889464,2.012643241673562,-11.496651869217144,1217452.9327766933,-33.097179644389946,5352510.0,-2048510.0,0.0,2283400.0,0.0
2023-02-01,Beverages,North,2413620.0,175263.7542980695,2238350.0,1346000.0,179865.1111230904,70932.8,24589.1,641552.0,471852.1008847016,-530128.0,-132860.0,8105420.0,3207030.0,4450800.0,1753650.0,4482590.0,892350.0,39.86641946076351,250797.91112309042,616962.9,28.66182679205665,117.29865641503574,113.36348670535612,1001980.1008847016,-23.683874282395514,5904180.0,-3622830.0,0.0,2238350.0,0.0
2023-02-01,Beverages,South,1099730.0,69651.83687670507,1030080.0,573095.0,102596.2483264942,53703.5,17971.1,300685.0,49535.28739886073,-514341.0,216286.0,9847770.0,3489100.0,3649960.0,2962530.0,5788570.0,456985.0,44.364029978254116,156299.74832649418,282713.9,29.19045122708916,-39.53758650442868,-41.704101079700884,563876.2873988608,-49.93214119291706,4176530.0,-4059200.0,0.0,1030080.0,0.0
2023-02-01,Beverages,East,1932820.0,229152.62062031295,1703670.0,975360.0,151336.38401846998,61182.6,22394.6,515791.0,283426.6357879087,-734871.0,-139450.0,8311780.0,2173100.0,3379160.0,1973300.0,4157730.0,728310.0,42.74947613094085,212518.98401847,493396.4,30.275288054611515,-36.74766563329559,-26.974160181109507,1018297.6357879087,-43.13458592333022,3578960.0,-4154050.0,0.0,1703670.0,0.0
2023-02-01,Beverages,West,2903370.0,209917.9846072977,2693450.0,1705550.0,0.0,132326.0,33090.8,706313.0,614910.51516037,-541492.0,-138867.0,8047010.0,3276350.0,4169310.0,2008530.0,4875500.0,987900.0,36.67786667656723,132326.0,673222.2,26.22335666153075,45.276994190969845,29.655573728662652,1156402.5151603702,-20.10403014720897,5437130.0,-3171510.0,0.0,2693450.0,0.0
2023-02-01,Dairy,North,1980630.0,126612.8101258942,1854010.0,1074280.0,150318.0385149589,84654.0,32831.4,544761.0,474747.6627658858,-550779.0,-32471.0,9209500.0,3103090.0,3388740.0,2869970.0,5701770.0,779730.0,42.05640746274292,234972.0385149589,511929.6,29.382851225182172,107.36116998491214,112.22359870973774,1025526.6627658858,-29.707444943662654,3621860.0,-3507730.0,0.0,1854010.0,0.0
2023-02-01,Dairy,South,1007120.0,113025.64481285417,894097.0,535360.0,52052.141996848906,49992.8,11814.4,256692.0,42607.52754798555,-804735.0,-6578.0,9247670.0,2677230.0,4615880.0,2392790.0,4662140.0,358737.0,40.12282783635332,102044.94199684891,244877.6,28.709636650162118,-46.14587223380035,-47.74132472846833,847342.5275479855,-90.00533499161723,4900320.0,-4585530.0,0.0,894097.0,0.0
2023-02-01,Dairy,East,1747920.0,87703.29918322143,1660220.0,979858.0,128276.25126785623,60891.6,20358.9,491195.0,367460.9259481455,-782480.0,-38083.0,7941550.0,3499400.0,3762370.0,1980030.0,5286490.0,680362.0,40.98023153557962,189167.85126785623,470836.1,29.58613918637289,13.02317348800479,14.003388571693831,1149940.9259481456,-47.13110310681717,5281740.0,-2655060.0,0.0,1660220.0,0.0
2023-02-01,Dairy,West,1587630.0,118704.91219740945,1468920.0,877755.0,107923.48082267068,52385.1,28127.3,430860.0,205580.97629557928,-890053.0,-203690.0,6930750.0,3406690.0,3503780.0,2593900.0,4923100.0,591165.0,40.2448737848215,160308.5808226707,402732.7,29.331753941671433,32.49747438302786,38.13201504236676,1095633.9762955792,-60.59233995043978,4316570.0,-2007650.0,0.0,1468920.0,0.0
2023-02-01,Home Care,North,1186060.0,77415.09178782174,1108640.0,696523.0,64876.75937146555,35322.0,22069.0,311919.0,87422.12265569961,-641840.0,192741.0,6401650.0,2175320.0,4126620.0,2668700.0,5278370.0,412117.0,37.17320320392553,100198.75937146555,289850.0,28.13528286910088,-30.190794030602607,-27.27465609699231,729262.1226556996,-57.89435705007938,3633240.0,-1123280.0,0.0,1108640.0,0.0
2023-02-01,Home Care,South,1711990.0,123891.5435142762,1588100.0,965127.0,117365.77845468436,76705.8,27021.2,428900.0,169788.63317948423,-814101.0,140501.0,7545180.0,2582320.0,3059170.0,2935700.0,5476180.0,622973.0,39.22756753353063,194071.57845468435,401878.8,27.00711542094327,-20.160674066924066,-25.377808553801394,983889.6331794842,-51.262577923304576,2705790.0,-2069000.0,0.0,1588100.0,0.0
2023-02-01,Home Care,East,2136790.0,147673.4404007712,1989120.0,1186750.0,133064.7551109666,94543.1,31923.5,574762.0,465866.665070772,-823510.0,30392.0,6326840.0,3785450.0,3812470.0,1632260.0,5403410.0,802370.0,40.337938384813384,227607.8551109666,542838.5,28.89529037966538,12.586387434554979,12.345534223869326,1289376.665070772,-41.40071991634492,5965660.0,-923430.0,0.0,1989120.0,0.0
2023-02-01,Home Care,West,1903920.0,137165.3938893401,1766750.0,1067500.0,111079.86657350854,76569.6,23971.5,511602.0,255120.27102254075,-646270.0,20423.0,8993430.0,3396570.0,4516530.0,1891720.0,4375100.0,699250.0,39.57832177727465,187649.46657350854,487630.5,28.957237866138392,-13.761964962976336,-8.059663941054907,901390.2710225407,-36.579595302108395,6021380.0,-4618330.0,0.0,1766750.0,0.0
2023-03-01,Snacks,North,2646530.0,240433.7338628845,2406090.0,1469890.0,145570.7639377983,115859.0,31849.4,674774.0,0.0,-516178.0,130103.0,8666170.0,2739660.0,4885120.0,1502250.0,4373280.0,936200.0,38.90960022276806,261429.7639377983,642924.6,28.044420616020183,-14.889530318144196,2.1182638015548427,516178.0,-21.45297973060027,6122530.0,-4292890.0,0.0,2406090.0,0.0
2023-03-01,Snacks,South,2984220.0,157194.21230099796,2827020.0,1771620.0,271483.4322135359,123139.0,53829.8,660777.0,0.0,-535561.0,360024.0,6464620.0,2915840.0,4900970.0,2002730.0,4690260.0,1055400.0,37.33259757624637,394622.4322135359,606947.2,23.373623108432202,85.61814278116648,74.40455452443544,535561.0,-18.944365444885428,5814080.0,-1774360.0,0.0,2827020.0,0.0
2023-03-01,Snacks,East,1721360.0,198331.94808964172,1523030.0,983966.0,79840.00588804638,80346.5,23260.0,378876.0,154635.18492080388,-655961.0,363422.0,7825800.0,3380650.0,4721060.0,2667320.0,4779290.0,539064.0,35.39418133588964,160186.50588804638,355616.0,24.876463365790563,-24.29666375059647,-34.03016104346555,810596.1849208039,-43.06947335246187,5434390.0,-3046510.0,0.0,1523030.0,0.0
2023-03-01,Snacks,West,2125950.0,114111.87369797978,2011840.0,1217580.0,103029.63261117598,116915.0,27906.3,574317.0,425391.9924873056,-431796.0,-40132.0,9708580.0,2322170.0,4184240.0,2591960.0,5671360.0,794260.0,39.47928264673135,219944.632611176,546410.7,28.546852632416098,-14.15416782232084,0.18735510071645756,857187.9924873055,-21.462740575791315,3914450.0,-4037220.0,0.0,2011840.0,0.0
2023-03-01,Beverages,North,2589080.0,245528.75964655133,2343550.0,1464050.0,221141.3580657224,85114.0,37325.9,573243.0,505071.2206348037,-432292.0,-272190.0,7495850.0,3184990.0,3602600.0,1708200.0,4559700.0,879500.0,37.52853576838557,306255.3580657224,535917.1,24.460455292184932,17.1874609341794,6.518075311475102,937363.2206348036,-18.446032728126134,5079390.0,-2936150.0,0.0,2343550.0,0.0
2023-03-01,Beverages,South,2220820.0,220990.04372397627,1999830.0,1246850.0,0.0,80332.4,26945.1,538165.0,458074.32779535593,-649704.0,280688.0,8595610.0,2387840.0,3761490.0,2434330.0,5953900.0,752980.0,37.652200437037145,80332.4,511219.9,26.910537395678634,-3.8029910192458494,-2.8228704329015253,1107778.327795356,-32.48796147672552,3715000.0,-2641710.0,0.0,1999830.0,0.0
2023-03-01,Beverages,East,2317370.0,238477.0342919502,2078890.0,1260940.0,191646.62797526424,72502.7,32107.2,553798.0,343243.2834729303,-477503.0,224150.0,9501180.0,3770770.0,3590500.0,2008140.0,5734600.0,817950.0,39.34551611677385,264149.3279752642,521690.8,26.639119914954616,23.826003049652144,27.30637315752209,820746.2834729303,-22.96913256593663,5353130.0,-3766580.0,0.0,2078890.0,0.0
2023-03-01,Beverages,West,1903010.0,224125.7492634555,1678880.0,997586.0,161467.55478782632,84817.7,17747.9,435012.0,187118.23251663416,-406743.0,248915.0,5622290.0,2560820.0,4428320.0,2616460.0,5947850.0,681294.0,40.58026779757934,246285.25478782633,417264.1,25.910845325455067,-33.088358375513124,-27.744631657276496,593861.2325166342,-24.227044219956163,4372680.0,325560.0,0.0,1678880.0,0.0
2023-03-01,Dairy,North,2765280.0,0.0,2509100.0,1607230.0,161352.15283186475,138461.0,37035.4,602048.0,410284.88205904304,-497035.0,119346.0,7350860.0,3556730.0,4376270.0,2024950.0,5080390.0,901870.0,35.94396397114503,299813.1528318648,565012.6,23.994579729783588,53.45426523472858,36.3879997190903,907319.882059043,-19.809294169224025,5908050.0,-2270470.0,0.0,2509100.0,0.0
2023-03-01,Dairy,South,1831750.0,196676.83717137043,1635080.0,993884.0,0.0,96327.3,16901.3,441423.0,331863.9504357963,-678375.0,-260328.0,6248770.0,3084170.0,3686610.0,1736580.0,5224830.0,641196.0,39.21496195904787,96327.3,424521.7,26.997027668370965,-14.252300915121797,-10.007522767073517,1010238.9504357963,-41.48879565525846,5034200.0,-1023940.0,0.0,1635080.0,0.0
2023-03-01,Dairy,East,2069520.0,162660.98897983177,1906850.0,1218120.0,123654.22790430872,74571.2,28023.4,490511.0,385053.31265415886,-467482.0,180014.0,5927960.0,3023680.0,4188130.0,2849110.0,5226260.0,688730.0,36.11872984241026,198225.42790430872,462487.6,25.723627972834777,94.58367858411125,114.78502274787301,852535.3126541588,-24.515929412381677,4362700.0,-701700.0,0.0,1906850.0,0.0
2023-03-01,Dairy,West,1093790.0,113829.89154745793,979964.0,626020.0,75893.3598258688,49677.9,11007.5,228373.0,-19334.071913842083,-652662.0,-69896.0,6997260.0,3376780.0,4164800.0,2078620.0,4932070.0,353944.0,36.11806147980946,125571.2598258688,217365.5,23.304223420452182,-4.266734398812078,-18.44287469287469,633327.9280861579,-66.60060981831985,5462960.0,-2065190.0,0.0,979964.0,0.0
2023-03-01,Home Care,North,1115650.0,92010.64963961432,1023640.0,615893.0,82097.41406916414,45635.5,20221.4,280016.0,74644.05130685621,-461532.0,-228802.0,7346300.0,2877540.0,3691760.0,2100100.0,5173620.0,407747.0,39.83304677425657,127732.91406916414,259794.6,27.354929467390882,-60.667353180763264,-68.64210139669058,536176.0513068562,-45.08733539134852,4469200.0,-2172680.0,0.0,1023640.0,0.0
2023-03-01,Home Care,South,2860450.0,257925.69451525444,2602520.0,1446180.0,135668.53881806484,127710.0,32271.1,892968.0,791416.6020750015,-636965.0,-130986.0,7406520.0,2422320.0,3556880.0,2408610.0,5889210.0,1156340.0,44.431550958301955,263378.53881806484,860696.9,34.31166715337442,25.429299866498955,60.4617438665658,1428381.6020750015,-24.474931988995284,3570590.0,-1517310.0,0.0,2602520.0,0.0
2023-03-01,Home Care,East,2304380.0,229487.5532333175,2074890.0,1340020.0,111748.34942022827,66628.4,33073.2,556499.0,357165.1249688996,-563788.0,-143138.0,9209750.0,3230340.0,4536690.0,2100070.0,4787210.0,734870.0,35.417299230320644,178376.74942022827,523425.8,26.820650733291885,105.27612338985732,74.88309680338894,920953.1249688996,-27.17194646463186,5666960.0,-4422540.0,0.0,2074890.0,0.0
2023-03-01,Home Care,West,1105640.0,94862.33730796468,1010780.0,585596.0,62714.43717091414,44260.8,15049.5,318212.0,164728.01560998068,-712171.0,-79229.0,7802860.0,2473910.0,4039180.0,2453180.0,4781780.0,425184.0,42.06493994736738,106975.23717091414,303162.5,31.48182591661885,-62.16276919506325,-63.66360296846435,876899.0156099807,-70.45756742317813,4059910.0,-3021080.0,0.0,1010780.0,0.0
2023-04-01,Snacks,North,1632520.0,117443.70254212822,1515080.0,844546.0,90532.7771011496,54535.1,18282.9,525463.0,383780.5903681193,-790378.0,136398.0,6745760.0,2281330.0,3900220.0,2039930.0,4176560.0,670534.0,44.257332946115056,145067.87710114958,507180.1,34.68219499960398,-39.67766081126276,-21.778281263723255,1174158.5903681193,-52.167410301766246,4141620.0,-2569200.0,2335378.5,-820298.5,-0.35124863057530076
2023-04-01,Snacks,South,2797690.0,286055.0348124279,2511640.0,1549210.0,193775.1980825115,96894.2,47654.5,671761.0,479044.281091967,-725597.0,-284681.0,5819950.0,2659190.0,4645470.0,1516770.0,4673140.0,962430.0,38.3187877243554,290669.3980825115,624106.5,26.74591103820611,7.048208432959546,-7.743005818927928,1204641.2810919671,-28.889371088213277,5787890.0,-1146810.0,1493604.0,1018036.0,0.6815969962587138
2023-04-01,Snacks,East,2589420.0,243145.14221062083,2346270.0,1323990.0,175696.06961831768,118449.0,37980.2,728141.0,615547.5826947897,-628468.0,318492.0,6112350.0,3258780.0,4802150.0,2105700.0,5580000.0,1022280.0,43.570433070362746,294145.06961831765,690160.8,31.03398159632097,46.387526672406686,75.03936421090083,1244015.5826947899,-26.785834537372082,5955230.0,-532350.0,1494559.5,851710.5,0.5698739327540991
2023-04-01,Snacks,West,1817400.0,214615.4184201737,1602780.0,986056.0,152491.5168392682,48250.7,30554.8,415987.0,198423.4273301745,-598008.0,-44630.0,5155320.0,2854140.0,3228660.0,1817490.0,5125490.0,616724.0,38.47839379078851,200742.21683926822,385432.2,25.954092264690097,-19.068273741295993,-23.93255386145784,796431.4273301745,-37.31067270617302,4265310.0,-29830.0,2850309.0,-1247529.0,-0.4376820197389125
2023-04-01,Beverages,North,2212690.0,232280.1394902572,1980410.0,1184960.0,186011.0978721901,62572.1,20665.0,546866.0,462571.8595611738,-704536.0,209280.0,7803940.0,3519240.0,4921210.0,1590680.0,4302090.0,795450.0,40.165925237703306,248583.1978721901,526201.0,27.61377694517802,-18.438880949537296,-26.129236621320253,1167107.8595611737,-35.57525966845249,6849770.0,-3501850.0,1824028.5,156381.5,0.0857341318954172
2023-04-01,Beverages,South,2595860.0,167725.7118238484,2428130.0,1387690.0,207734.5496994578,92405.7,29336.7,740301.0,545547.0231599318,-754384.0,-88088.0,8678820.0,2810910.0,3618360.0,2641680.0,5646510.0,1040440.0,42.84943557387784,300140.2496994578,710964.3,30.488524090555284,112.73260907657261,118.48937658451067,1299931.0231599319,-31.068517748226,3787590.0,-3032310.0,2637883.5,-209753.5,-0.07951583153691208
2023-04-01,Beverages,East,1204400.0,63006.03081846493,1141400.0,688518.0,68605.06657264991,45448.5,18984.6,338827.0,253922.1568156829,-661486.0,-25073.0,8019650.0,2199430.0,4785120.0,1731590.0,4819530.0,452882.0,39.67776414929035,114053.56657264991,319842.4,29.685211144208868,-49.406476892935345,-42.79605074335572,915408.1568156829,-57.95391624321009,5252960.0,-3200120.0,1012889.8500000001,128510.1499999999,0.1268747534591248
2023-04-01,Beverages,West,1530640.0,151940.03148320757,1378700.0,807086.0,98295.44881558532,54262.8,24938.8,419057.0,327059.38381928124,-535900.0,-150204.0,5533870.0,2531180.0,3128090.0,2298780.0,4055330.0,571614.0,41.46036120983535,152558.24881558534,394118.2,30.395082323928342,-9.001504871029908,-20.249950995598166,862959.3838192812,-38.869949952854135,3360490.0,-1478540.0,1460182.5,-81482.5,-0.055802956137332146
